Symbol,Name,Date Public,Founded,MarketValue,PQ1EarningsDate,PQ1Variance,-10 Before Earnings,+10 Since Earnings,+20 Since Earnings,+30 Since Earnings,P/Q-2 Earnings Date,P/Q-2Variance,-10 Before Earnings,+10 Since Earnings,+20 Since Earnings,+30 Since Earnings,P/Q-3 Earnings Date,P/Q-3Variance,-10 Before Earnings,+10 Since Earnings,+20 Since Earnings,+30 Since Earnings,P/Q-4 Earnings Date,P/Q-4 % Variance,-10 Before Earnings,+10 Since Earnings,+20 Since Earnings,+30 Since Earnings,P/Q-5 Earnings Date,P/Q-5 % Variance,-10 Before Earnings,+10 Since Earnings,+20 Since Earnings,+30 Since Earnings,P/Q-6 Earnings Date,P/Q-6 % Variance,-10 Before Earnings,+10 Since Earnings,+20 Since Earnings,+30 Since Earnings
DISH,DISH Network Corporation Class A, 6/21/1995,1980,"11,292.6",2/19/2020,19%,8.46%,-10.36%,-36.26%,0.00%,11/7/2019,10%,-6.44%,2.84%,-7.57%,5.49%,7/30/2019,-6%,-8.66%,-4.98%,2.28%,8.50%,5/3/2019,0%,-3.74%,3.50%,4.51%,4.35%,2/13/2019,-3%,1.02%,11.31%,-0.71%,-3.95%,11/7/2018,23%,-1.43%,3.04%,2.66%,-12.96%
EXPD,"Expeditors International of Washington, Inc.",11/05/1984,1979,"11,060.1",2/18/2020,-8%,-4.45%,5.18%,-7.22%,0.00%,11/5/2019,1%,-1.91%,-3.75%,-3.46%,2.48%,8/6/2019,8%,-1.93%,-3.57%,-0.33%,3.37%,5/7/2019,-4%,-2.44%,-1.86%,-0.82%,0.50%,2/19/2019,20%,2.93%,-0.49%,0.43%,1.22%,11/6/2018,17%,3.46%,5.31%,0.49%,-2.18%
MAS,Masco Corporation,11/05/1984,1929,"11,051.1",2/11/2020,-4%,0.07%,0.35%,1.10%,0.66%,10/30/2019,-2%,2.10%,-0.66%,-1.08%,0.09%,7/25/2019,8%,1.14%,-3.89%,2.26%,0.99%,4/25/2019,-7%,-2.36%,2.73%,-0.88%,0.92%,2/7/2019,14%,3.92%,3.12%,5.46%,-4.27%,10/30/2018,-7%,-10.51%,3.31%,2.30%,-4.22%
CTL,"CenturyLink, Inc.",11/05/1984,1930,"11,026.2",2/13/2020,1%,6.31%,-0.94%,-7.06%,0.00%,11/7/2019,-6%,-0.34%,-0.88%,-6.13%,-8.50%,8/8/2019,5%,5.43%,8.56%,0.04%,6.02%,5/9/2019,29%,0.23%,-9.47%,7.16%,5.38%,2/14/2019,16%,-4.64%,-0.71%,-7.10%,-1.24%,11/9/2018,2%,-3.81%,1.21%,-6.71%,-3.04%
AMCR,Amcor PLC, 4/04/2019,2018,"10,939.6",2/12/2020,-22%,-1.83%,2.18%,-12.57%,1.79%,11/8/2019,-6%,0.67%,2.31%,2.74%,2.26%,8/21/2019,-71%,-3.43%,-0.59%,-0.89%,1.09%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2/11/2019,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
FCX,"Freeport-McMoRan, Inc.", 7/10/1995,1987,"10,925.4",1/23/2020,-27981%,-8.26%,2.24%,-2.93%,-10.22%,10/23/2019,105%,13.05%,2.63%,2.47%,2.32%,7/24/2019,-27%,6.22%,-11.11%,-10.88%,2.43%,4/25/2019,-31%,-0.22%,-5.77%,-10.21%,2.07%,1/24/2019,-39%,7.32%,8.34%,8.14%,-6.87%,10/24/2018,8%,-7.11%,9.32%,-1.77%,-3.75%
NUE,Nucor Corporation,11/05/1984,1905,"10,787.8",1/28/2020,56%,-6.12%,-4.84%,-2.57%,-6.95%,10/22/2019,11%,1.89%,1.70%,-2.80%,2.03%,7/18/2019,-8%,-1.24%,-1.65%,-6.63%,-0.48%,4/23/2019,3%,-6.70%,-2.47%,-3.96%,-4.52%,1/29/2019,7%,1.53%,-1.65%,-2.96%,-3.07%,10/18/2018,1%,-5.77%,3.98%,4.91%,-4.85%
NVR,"NVR, Inc.", 6/17/1986,1980,"10,747.2",1/29/2020,10%,6.11%,-1.30%,6.03%,-4.72%,10/18/2019,11%,1.82%,-8.48%,-3.87%,4.58%,7/19/2019,16%,3.27%,-1.76%,4.10%,1.59%,4/22/2019,38%,6.48%,-0.25%,2.08%,2.93%,1/25/2019,16%,-2.57%,0.70%,-0.68%,3.83%,10/18/2018,-5%,-3.28%,9.59%,0.83%,2.60%
HOLX,"Hologic, Inc.", 3/01/1990,1986,"10,718.3",1/30/2020,0%,2.35%,-6.16%,1.96%,-4.79%,11/7/2019,0%,-1.22%,6.46%,5.06%,-3.23%,8/1/2019,3%,8.36%,1.47%,-4.13%,-1.75%,5/2/2019,2%,-0.09%,-1.57%,1.97%,3.62%,1/31/2019,1%,2.04%,0.22%,3.75%,-0.92%,11/8/2018,-1%,0.54%,6.17%,-0.52%,0.36%
HES,Hess Corporation,11/05/1984,1920,"10,658.1",1/29/2020,18%,-10.04%,-1.66%,5.45%,-23.71%,10/30/2019,-5%,1.08%,4.87%,-10.55%,-0.11%,7/31/2019,-23%,0.17%,-3.90%,1.73%,-0.96%,4/25/2019,-135%,3.58%,0.41%,-5.14%,-6.12%,1/30/2019,-16%,-0.25%,1.07%,1.96%,-0.70%,10/31/2018,-77778%,-8.75%,-2.25%,-4.22%,-1.57%
L,Loews Corporation,11/05/1984,1954,"10,650.4",2/10/2020,#N/A,2.66%,-3.18%,-6.51%,-14.29%,10/28/2019,-70%,-0.77%,0.56%,-1.07%,-1.49%,8/5/2019,10%,-0.94%,-6.01%,-1.92%,3.56%,4/29/2019,26%,0.40%,2.93%,2.53%,1.32%,2/11/2019,-154%,-2.43%,3.56%,-0.04%,-0.63%,11/5/2018,-13%,0.07%,0.85%,-3.48%,2.58%
WAB,Westinghouse Air Brake Technologies Corporation, 6/16/1995,1869,"10,534.5",2/18/2020,-2%,-0.61%,-7.75%,-15.64%,0.00%,10/31/2019,2%,-1.73%,11.17%,-1.50%,-5.30%,7/30/2019,9%,-0.40%,-11.08%,0.24%,8.26%,4/25/2019,26%,1.84%,1.96%,-9.86%,4.38%,2/25/2019,-5%,-3.22%,-8.52%,-1.75%,4.22%,10/30/2018,0%,-3.28%,-4.50%,9.50%,-14.62%
NLOK,NortonLifeLock Inc., 6/23/1989,1982,"10,476.7",2/7/2020,220%,-38.67%,3.91%,1.24%,1.51%,11/8/2019,-57%,3.09%,-1.92%,2.67%,-1.04%,8/9/2019,32%,4.08%,3.32%,0.44%,-2.67%,5/10/2019,-1%,-6.28%,4.22%,-5.41%,7.60%,2/1/2019,13%,3.05%,-1.66%,-5.31%,3.39%,11/2/2018,28%,-5.16%,17.73%,-5.20%,1.34%
CBOE,Cboe Global Markets Inc, 6/15/2010,1973,"10,469.2",2/7/2020,9%,6.27%,2.50%,6.57%,-15.18%,11/1/2019,12%,-2.47%,2.19%,-0.13%,-4.36%,8/2/2019,5%,1.81%,5.49%,-3.07%,-9.48%,5/3/2019,12%,-1.49%,7.55%,7.11%,-7.63%,2/8/2019,12%,-3.63%,-2.55%,-0.56%,0.58%,11/2/2018,4%,8.02%,-2.58%,-6.56%,2.98%
ALLE,Allegion PLC,11/18/2013,2013,"10,353.7",2/18/2020,0%,2.48%,-0.34%,-6.31%,0.00%,10/24/2019,11%,0.34%,-1.18%,2.14%,2.29%,7/25/2019,-4%,-1.95%,-3.27%,-3.06%,1.46%,4/25/2019,2%,0.44%,5.51%,0.58%,3.13%,2/19/2019,0%,2.84%,1.76%,-2.58%,2.92%,10/25/2018,1%,-1.04%,5.16%,4.70%,-2.42%
UAL,"United Airlines Holdings, Inc.", 1/26/2006,1968,"10,324.7",1/22/2020,1%,-4.54%,-2.25%,-3.60%,-25.20%,10/16/2019,3%,-1.88%,0.27%,-0.81%,-1.38%,7/17/2019,2%,4.79%,-2.92%,-6.29%,-1.15%,4/17/2019,21%,1.43%,-1.64%,-5.29%,-1.65%,1/16/2019,18%,-7.19%,-2.38%,-0.64%,-3.60%,10/17/2018,0%,0.15%,0.13%,7.50%,2.17%
WRB,W. R. Berkley Corporation,11/05/1984,1967,"10,304.7",1/29/2020,3%,6.58%,4.79%,0.83%,-9.89%,10/23/2019,25%,-7.51%,-6.69%,0.16%,-0.42%,7/24/2019,16%,-2.76%,7.06%,0.63%,-1.82%,4/24/2019,-5%,1.07%,1.87%,3.30%,3.13%,1/30/2019,17%,-0.40%,3.01%,1.30%,-1.25%,10/24/2018,38%,-4.21%,1.60%,5.00%,-2.34%
VIAC,ViacomCBS Inc. Class B, 6/18/1990,1986,"10,277.0",2/20/2020,-31%,3.44%,-16.43%,-23.65%,0.00%,11/12/2019,4%,7.62%,5.64%,-8.06%,11.69%,8/9/2019,3%,1.04%,-13.01%,1.83%,-4.85%,5/3/2019,1%,-4.61%,0.07%,3.65%,-3.50%,2/15/2019,-2%,-2.38%,-1.78%,-5.98%,-0.04%,11/2/2018,2%,5.18%,1.67%,-8.96%,-4.99%
VAR,"Varian Medical Systems, Inc.",11/05/1984,1948,"10,258.0",1/30/2020,-3%,-0.53%,-0.06%,-4.19%,1.10%,10/24/2019,-1%,3.85%,-4.87%,4.59%,5.09%,7/25/2019,16%,-2.98%,-3.73%,-4.62%,-0.74%,4/25/2019,-9%,-7.19%,2.59%,-3.98%,0.79%,1/24/2019,-1%,0.76%,-1.25%,-1.35%,2.04%,10/24/2018,-3%,1.48%,2.98%,-0.36%,3.87%
CFG,"Citizens Financial Group, Inc.", 9/24/2014,1828,"10,113.1",1/17/2020,3%,-4.71%,-5.45%,-3.15%,-7.10%,10/18/2019,1%,1.68%,-0.68%,3.56%,0.86%,7/19/2019,1%,-2.52%,-2.05%,-7.47%,2.89%,4/18/2019,3%,1.43%,2.69%,-2.76%,-0.83%,1/18/2019,2%,3.95%,-4.83%,5.47%,-1.88%,10/19/2018,2%,-6.19%,4.74%,-4.03%,-1.24%
RJF,"Raymond James Financial, Inc.",11/05/1984,1962,"10,074.4",1/22/2020,-2%,6.39%,-1.87%,4.39%,-16.00%,10/24/2019,5%,5.22%,3.51%,-1.70%,1.24%,7/25/2019,-1%,1.10%,-5.00%,2.32%,0.60%,4/25/2019,11%,2.78%,-1.42%,-1.32%,-3.11%,1/24/2019,4%,3.55%,-2.13%,0.19%,-2.16%,10/25/2018,-7%,-8.17%,3.26%,0.84%,-1.69%
IEX,IDEX Corporation, 6/02/1989,1987,"9,971.4",1/30/2020,-2%,0.07%,2.42%,-3.17%,-2.49%,10/30/2019,4%,0.92%,1.85%,-1.06%,1.65%,7/26/2019,1%,-2.54%,-0.58%,1.41%,-0.09%,4/26/2019,5%,-2.63%,0.47%,0.83%,4.45%,1/30/2019,3%,0.78%,0.78%,0.16%,0.89%,10/24/2018,8%,-4.98%,3.06%,1.71%,1.01%
ZBRA,Zebra Technologies Corporation Class A, 8/15/1991,1969,"9,938.7",2/13/2020,-2%,-2.58%,2.53%,-3.68%,0.00%,10/29/2019,4%,12.63%,0.93%,-0.29%,3.57%,7/30/2019,5%,-4.25%,-1.84%,-2.70%,-5.25%,4/30/2019,1%,-4.20%,-7.95%,-7.88%,11.20%,2/14/2019,6%,4.59%,0.72%,4.23%,-1.30%,11/6/2018,11%,0.48%,-5.21%,4.17%,-4.11%
PFG,"Principal Financial Group, Inc.",10/23/2001,1879,"9,765.2",1/29/2020,2%,-3.60%,0.43%,-5.34%,-17.21%,10/25/2019,-15%,3.96%,-0.98%,-1.88%,-3.45%,7/26/2019,9%,2.98%,-5.94%,-2.55%,2.39%,4/26/2019,9%,4.44%,0.24%,-2.15%,-1.32%,1/30/2019,-14%,3.60%,-0.55%,5.63%,-2.69%,10/26/2018,-1%,-10.36%,2.54%,3.07%,-12.87%
EXPE,"Expedia Group, Inc.", 7/20/2005,1994,"9,747.4",2/14/2020,4%,-1.50%,-12.78%,-28.02%,0.00%,11/7/2019,-11%,-4.54%,-4.33%,12.12%,0.46%,7/26/2019,6%,2.96%,-4.09%,1.24%,-1.79%,5/3/2019,-30%,2.13%,-5.74%,3.87%,3.98%,2/8/2019,9%,6.40%,-6.89%,-3.01%,-0.04%,10/26/2018,17%,2.39%,-1.75%,-2.32%,2.78%
HBAN,Huntington Bancshares Incorporated,11/05/1984,1966,"9,718.3",1/23/2020,-9%,-0.45%,-2.75%,-0.28%,-9.26%,10/24/2019,2%,3.68%,1.97%,-2.61%,2.06%,7/25/2019,3%,3.57%,-7.66%,-0.26%,2.93%,4/25/2019,1%,2.62%,1.11%,-2.25%,-0.42%,1/24/2019,-5%,5.46%,1.29%,-0.68%,-2.30%,10/23/2018,4%,-7.76%,4.94%,3.86%,-8.62%
QRVO,"Qorvo, Inc.", 6/03/1997,2013,"9,694.4",1/30/2020,11%,-2.63%,-5.21%,4.24%,-7.59%,11/1/2019,17%,1.05%,4.87%,-0.70%,9.16%,8/2/2019,18%,1.48%,2.30%,-1.50%,5.47%,5/8/2019,16%,-2.12%,-20.32%,5.69%,-1.69%,2/8/2019,9%,2.47%,3.15%,1.36%,1.95%,11/1/2018,8%,0.97%,-16.80%,0.03%,-0.95%
NI,NiSource Inc,11/05/1984,1987,"9,625.4",2/27/2020,6%,-0.20%,4.59%,4.83%,0.00%,10/30/2019,-100%,-4.40%,-5.67%,-1.57%,0.00%,7/31/2019,0%,1.20%,1.18%,-0.33%,-4.26%,5/1/2019,6%,-2.11%,4.72%,0.30%,-0.41%,2/20/2019,6%,0.54%,3.39%,1.73%,-1.30%,11/1/2018,61%,4.82%,-0.06%,3.42%,8.19%
IR,Ingersoll Rand Inc., 5/12/2017,1872,"9,558.3",2/18/2020,8%,-0.63%,-4.74%,-27.44%,0.00%,10/29/2019,9%,8.70%,-0.06%,-0.72%,0.92%,8/1/2019,11%,0.23%,-2.22%,-6.01%,6.71%,4/30/2019,11%,16.10%,5.72%,3.20%,-8.93%,2/19/2019,8%,2.62%,3.51%,1.76%,-0.94%,10/26/2018,1%,-3.29%,-3.00%,-2.29%,-12.28%
RF,Regions Financial Corporation,11/05/1984,1970,"9,554.8",1/17/2020,4%,-4.44%,-0.87%,-1.05%,-2.77%,10/22/2019,0%,2.13%,3.36%,-5.55%,1.12%,7/19/2019,2%,-1.87%,2.85%,-6.80%,2.52%,4/18/2019,2%,4.93%,0.78%,-4.79%,1.03%,1/18/2019,-3%,6.68%,-3.53%,2.17%,-0.61%,10/23/2018,-12%,-7.86%,7.80%,-6.26%,-5.51%
DVA,DaVita Inc.,10/31/1995,1994,"9,539.3",2/11/2020,12%,-2.58%,-1.34%,4.31%,1.44%,11/6/2019,23%,2.77%,1.63%,-0.39%,-1.14%,8/2/2019,12%,5.92%,-2.51%,-3.75%,9.62%,5/8/2019,-2%,8.42%,-4.19%,-5.17%,8.68%,2/14/2019,0%,0.96%,-3.99%,-6.49%,1.00%,11/8/2018,-36%,10.54%,-8.80%,-3.08%,-4.74%
IT,"Gartner, Inc.",10/05/1993,1979,"9,472.4",2/4/2020,45%,4.02%,-3.01%,-10.48%,-15.64%,10/31/2019,62%,-1.24%,0.86%,-0.34%,-2.70%,7/30/2019,23%,-0.32%,-4.30%,3.47%,0.12%,5/7/2019,10%,1.27%,-0.23%,1.51%,0.26%,2/5/2019,-4%,8.35%,-1.87%,1.54%,1.09%,11/1/2018,37%,2.30%,2.81%,4.24%,-5.60%
CE,Celanese Corporation, 1/21/2005,2005,"9,375.2",2/3/2020,-4%,-9.61%,-1.04%,-1.32%,-17.16%,10/22/2019,1%,-0.79%,1.66%,-0.46%,-2.85%,7/23/2019,1%,0.54%,-1.07%,6.00%,0.50%,4/23/2019,9%,-1.81%,-3.90%,-4.79%,1.89%,1/29/2019,-1%,1.20%,-0.92%,2.28%,-2.28%,10/19/2018,9%,-9.99%,3.55%,0.20%,-2.84%
JBHT,"J.B. Hunt Transport Services, Inc.",11/05/1984,1961,"9,339.1",1/17/2020,-10%,0.04%,-1.34%,-4.64%,-2.91%,10/16/2019,-3%,1.02%,-0.15%,-2.63%,-1.96%,7/16/2019,2%,-1.37%,4.71%,1.21%,1.52%,4/16/2019,-13%,0.53%,-9.01%,6.38%,-8.39%,1/18/2019,20%,2.26%,0.32%,2.59%,-10.05%,10/16/2018,5%,-1.95%,0.88%,-5.56%,2.13%
LW,"Lamb Weston Holdings, Inc.",11/01/2016,2016,"9,328.0",1/3/2020,13%,-1.66%,-6.23%,3.74%,0.60%,10/2/2019,1%,1.97%,0.34%,0.07%,2.55%,7/23/2019,2%,4.56%,6.10%,4.29%,4.69%,4/2/2019,15%,4.58%,-7.79%,0.06%,-2.01%,1/4/2019,11%,0.76%,-11.79%,-1.47%,-3.57%,10/2/2018,7%,-1.95%,8.37%,6.52%,6.94%
REG,Regency Centers Corporation,10/29/1993,1963,"9,285.6",2/13/2020,-39%,-4.35%,3.53%,5.28%,0.00%,10/31/2019,0%,-0.06%,-4.24%,-2.65%,-7.31%,8/2/2019,-10%,0.46%,0.42%,-2.29%,3.13%,5/3/2019,54%,1.34%,3.02%,2.52%,-0.01%,2/14/2019,21%,-1.97%,-4.60%,0.59%,3.80%,10/26/2018,7%,4.85%,-2.87%,-0.40%,3.42%
CCL.U,Carnival Corporation, 7/24/1987,1972,"9,262.0",12/20/2019,23%,2.70%,-3.97%,0.11%,-11.97%,9/26/2019,4%,-2.44%,-5.56%,4.77%,0.02%,6/20/2019,8%,0.26%,-4.75%,-3.45%,3.46%,3/26/2019,11%,1.99%,-1.83%,1.81%,2.15%,12/20/2018,1%,1.38%,-1.21%,4.33%,3.51%,9/27/2018,2%,6.85%,-2.87%,-2.69%,0.21%
CXO,Concho Resources Inc., 8/03/2007,2006,"9,219.6",2/19/2020,30%,-2.54%,-9.16%,-31.77%,0.00%,10/30/2019,-9%,-1.30%,5.87%,0.55%,7.89%,8/1/2019,-3%,-0.45%,-5.38%,2.14%,-1.68%,5/1/2019,-6%,-1.45%,6.46%,-11.26%,-1.52%,2/20/2019,-16%,-1.32%,-5.93%,2.55%,-2.42%,10/31/2018,35%,-6.76%,-7.25%,0.71%,-7.60%
TAP,Molson Coors Beverage Company Class B,11/05/1984,1786,"9,210.7",2/12/2020,30%,0.93%,1.94%,-6.61%,10.83%,10/30/2019,-2%,-4.96%,-3.61%,-4.41%,0.72%,7/31/2019,-9%,4.15%,-2.21%,-0.15%,5.68%,5/1/2019,-10%,4.79%,0.54%,-3.97%,-3.12%,2/12/2019,6%,-0.71%,1.38%,-1.62%,-1.54%,10/31/2018,16%,1.15%,1.33%,-2.08%,1.34%
LYV,"Live Nation Entertainment, Inc.",12/14/2005,1996,"9,192.7",2/28/2020,18%,-10.24%,-20.39%,0.00%,0.00%,11/1/2019,-9%,1.57%,-2.78%,5.57%,-10.42%,7/26/2019,2%,3.56%,1.50%,0.39%,-6.65%,5/3/2019,-11%,-1.79%,1.68%,-1.65%,2.97%,3/1/2019,6%,1.21%,3.65%,-0.29%,-1.27%,11/2/2018,12%,2.17%,-1.55%,-0.07%,3.59%
PNW,Pinnacle West Capital Corporation,11/05/1984,1985,"9,171.6",2/21/2020,21%,1.75%,6.66%,-17.86%,0.00%,11/7/2019,-7%,-5.57%,-1.30%,-2.71%,2.77%,8/8/2019,-10%,5.79%,2.70%,-3.08%,3.50%,5/1/2019,-5%,-1.97%,3.49%,-0.19%,0.17%,2/22/2019,36%,3.16%,1.61%,2.08%,-5.49%,11/8/2018,3%,-7.12%,6.96%,2.86%,4.16%
WU,Western Union Company, 9/20/2006,1851,"9,142.4",2/12/2020,-11%,0.17%,-1.26%,7.67%,7.01%,11/1/2019,6%,3.33%,-0.64%,0.46%,-1.70%,8/2/2019,1%,4.16%,-2.06%,3.64%,0.26%,5/8/2019,-9%,0.61%,2.07%,2.81%,-4.23%,2/8/2019,0%,-1.73%,-5.01%,2.93%,0.00%,11/2/2018,9%,-0.43%,4.80%,-2.93%,2.96%
UHS,"Universal Health Services, Inc. Class B",11/05/1984,1979,"9,115.0",2/27/2020,9%,2.52%,-5.57%,5.30%,0.00%,10/25/2019,-13%,-3.21%,-0.11%,-1.94%,2.22%,7/26/2019,10%,4.14%,0.18%,-0.03%,-0.48%,4/26/2019,-6%,-3.38%,-3.17%,2.09%,-1.79%,2/28/2019,1%,-1.93%,-4.28%,-0.29%,-3.49%,10/26/2018,11%,1.35%,9.05%,4.27%,-1.14%
NTAP,"NetApp, Inc.",11/21/1995,1992,"9,024.0",2/13/2020,-2%,6.20%,-3.23%,-3.58%,0.00%,11/14/2019,16%,4.93%,-3.78%,3.42%,-3.89%,8/1/2019,-17%,-1.30%,-16.02%,0.29%,15.19%,5/23/2019,-3%,-1.98%,-2.54%,-1.95%,-2.65%,2/14/2019,4%,3.49%,1.82%,2.46%,1.46%,11/15/2018,7%,-0.43%,-3.88%,-3.50%,3.25%
BEN,"Franklin Resources, Inc.",11/05/1984,1947,"8,998.8",1/30/2020,5%,-1.37%,-10.49%,1.98%,-7.68%,10/25/2019,-5%,3.64%,-0.82%,-4.05%,-2.04%,7/30/2019,-23%,-1.94%,-12.95%,-7.10%,8.94%,4/26/2019,15%,0.01%,-0.98%,-0.64%,-1.83%,1/30/2019,-17%,0.47%,5.93%,1.79%,-1.23%,10/25/2018,30%,0.41%,3.98%,9.12%,-1.94%
XRAY,"DENTSPLY SIRONA, Inc.", 8/18/1987,2016,"8,959.4",3/2/2020,-2%,-3.16%,-18.51%,0.00%,0.00%,11/7/2019,14%,-0.22%,-0.64%,0.18%,-3.93%,8/2/2019,5%,-5.05%,0.42%,-1.59%,-4.04%,5/3/2019,26%,5.02%,1.66%,2.90%,-0.19%,3/1/2019,7%,-6.15%,-0.40%,0.60%,0.61%,11/9/2018,-18%,0.72%,6.30%,1.26%,7.31%
ARNC,"Arconic, Inc.",10/18/2016,1888,"8,945.1",1/27/2020,-2%,-2.87%,-0.26%,6.77%,-15.62%,11/5/2019,11%,3.97%,3.49%,-2.07%,-1.13%,8/2/2019,15%,-1.77%,5.83%,2.78%,2.63%,4/30/2019,11%,-1.33%,5.38%,2.59%,-0.78%,2/8/2019,10%,-6.41%,4.31%,2.56%,-1.33%,10/30/2018,7%,-6.68%,0.48%,2.60%,-0.87%
TSCO,Tractor Supply Company, 2/17/1994,1938,"8,938.1",1/30/2020,-2%,5.62%,1.86%,2.18%,-4.80%,10/24/2019,1%,-0.67%,-5.76%,1.32%,-0.76%,7/25/2019,0%,1.95%,-0.02%,-6.57%,0.11%,4/25/2019,14%,1.39%,-0.61%,1.14%,4.46%,1/31/2019,2%,0.29%,10.51%,-3.06%,-6.11%,10/25/2018,9%,3.91%,4.62%,-1.43%,0.61%
AVY,Avery Dennison Corporation,11/05/1984,1935,"8,836.0",1/29/2020,2%,-1.01%,-0.66%,-5.86%,7.16%,10/23/2019,3%,5.12%,2.25%,-1.38%,-1.82%,7/23/2019,2%,-4.96%,-1.93%,2.87%,-1.13%,4/24/2019,2%,0.42%,-2.53%,-4.63%,9.98%,1/30/2019,2%,2.75%,-0.61%,2.13%,1.04%,10/23/2018,-1%,-4.85%,-1.02%,4.36%,-0.49%
RE,"Everest Re Group, Ltd.",10/03/1995,1999,"8,696.8",2/11/2020,21%,1.38%,0.77%,-4.65%,-6.52%,10/29/2019,53%,-3.92%,3.36%,-0.67%,-0.61%,7/30/2019,22%,-0.82%,3.09%,-0.86%,-0.89%,5/7/2019,17%,3.18%,1.48%,2.84%,-4.10%,2/12/2019,11%,0.25%,3.74%,-3.43%,-1.08%,10/30/2018,29%,0.08%,-4.01%,0.18%,3.89%
AES,AES Corporation, 6/26/1991,1981,"8,642.0",2/28/2020,6%,-0.91%,-13.20%,0.00%,0.00%,11/6/2019,19%,-0.97%,4.01%,0.73%,1.09%,8/6/2019,-3%,0.39%,-4.04%,-0.70%,2.57%,5/7/2019,-6%,-5.85%,-0.47%,1.97%,-3.08%,2/27/2019,10%,-2.46%,4.83%,1.32%,-4.13%,11/6/2018,18%,0.99%,-2.93%,1.53%,3.48%
VNO,Vornado Realty Trust,11/05/1984,1980,"8,447.3",2/19/2020,-66%,-0.03%,-5.55%,-20.96%,0.00%,10/14/2019,17%,-2.51%,0.49%,0.93%,-4.87%,7/30/2019,5379%,-2.19%,-1.98%,-1.70%,3.79%,4/29/2019,-81%,1.30%,0.63%,2.16%,-4.10%,2/12/2019,36%,1.78%,-4.37%,2.52%,-2.76%,10/30/2018,174%,5.15%,2.25%,-0.94%,0.87%
CHRW,"C.H. Robinson Worldwide, Inc.",10/15/1997,1905,"8,413.3",1/29/2020,-24%,-2.88%,-3.43%,7.12%,2.64%,10/30/2019,-6%,4.68%,-4.81%,2.12%,-0.23%,7/31/2019,0%,-0.53%,2.95%,-0.81%,-0.35%,5/1/2019,1%,-12.27%,3.71%,-1.63%,2.29%,1/30/2019,11%,-1.45%,2.04%,-1.91%,-2.04%,10/31/2018,7%,-1.77%,1.25%,0.55%,-2.81%
IRM,"Iron Mountain, Inc.", 7/01/1997,1951,"8,328.8",2/13/2020,-2%,-3.02%,3.26%,4.42%,0.00%,10/31/2019,8%,0.43%,-0.62%,-4.99%,-2.61%,8/1/2019,3%,-2.35%,3.98%,-0.11%,-0.61%,4/25/2019,-28%,-2.07%,-3.30%,4.03%,-3.65%,2/14/2019,1%,-5.48%,-0.76%,-2.69%,1.10%,10/25/2018,2%,4.05%,-5.11%,6.55%,4.50%
PHM,"PulteGroup, Inc.",11/05/1984,1950,"8,242.3",1/28/2020,12%,11.46%,-2.26%,-3.36%,-4.07%,10/22/2019,8%,1.56%,-5.60%,1.28%,0.18%,7/23/2019,5%,3.23%,4.86%,4.77%,4.18%,4/23/2019,25%,3.83%,2.07%,3.04%,0.59%,1/29/2019,-24%,-7.27%,-3.84%,-2.67%,0.82%,10/23/2018,7%,-9.27%,10.56%,5.77%,3.05%
PKI,"PerkinElmer, Inc.",11/05/1984,1937,"8,216.5",1/28/2020,2%,-0.99%,-4.27%,-3.20%,-3.38%,10/31/2019,5%,5.51%,0.46%,3.89%,0.65%,7/30/2019,0%,0.11%,-3.43%,-0.43%,3.70%,4/26/2019,4%,-7.26%,0.03%,-4.70%,6.35%,2/1/2019,1%,5.50%,0.74%,1.11%,-2.81%,11/1/2018,-2%,-0.58%,0.00%,5.66%,0.26%
HSIC,"Henry Schein, Inc.",11/03/1995,1932,"8,131.7",2/20/2020,6%,2.86%,-3.79%,-4.29%,0.00%,11/5/2019,5%,2.04%,1.02%,-0.35%,-3.75%,8/6/2019,1%,1.37%,-1.61%,-1.69%,0.56%,5/7/2019,5%,2.18%,3.76%,-0.65%,3.04%,2/20/2019,24%,-21.71%,-3.72%,2.67%,-1.00%,11/6/2018,2%,3.87%,5.34%,1.23%,-3.42%
SIVB,SVB Financial Group,10/23/1987,#N/A,"8,075.9",1/24/2020,11%,0.25%,0.73%,-2.45%,-24.15%,10/25/2019,3%,5.50%,6.12%,-3.83%,1.37%,7/26/2019,21%,3.00%,-11.34%,-3.59%,8.27%,4/26/2019,15%,2.95%,1.91%,-7.55%,-6.68%,1/25/2019,5%,6.19%,-5.43%,2.90%,-1.87%,10/26/2018,14%,-9.12%,2.03%,-1.15%,-13.39%
FRT,Federal Realty Investment Trust,11/05/1984,1962,"8,060.8",2/11/2020,125%,-2.87%,6.21%,4.13%,-6.73%,10/31/2019,5%,0.97%,-5.20%,-1.27%,-4.21%,8/2/2019,27%,1.54%,0.06%,-2.35%,1.55%,5/3/2019,3%,1.75%,1.39%,3.74%,-2.30%,2/14/2019,-8%,0.38%,-3.51%,-0.15%,3.48%,11/1/2018,5%,5.18%,2.66%,2.74%,3.12%
